Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Physical Address,Oral Pills (contraception),Injectables,IUDs (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester
Protea Health and Home Pharmacy,28.23838,-26.09919,,ICPA,Shop 1-2. 101 Commissioner Street,,,,,,,,,,,,,,,,,,,,
Protea Pharmacy,27.843298,-26.320699,,ICPA,"Shop 5, Protea Avenue",,,,,,,,,,,,,,,,,,,,
Rams - Alex Plaza Pharmacy,28.086331,-26.106893,,ICPA,"Shop21 A, ",,,,,,,,,,,,,,,,,,,,
Rapha Pharmacy,28.061897,-26.181185,,ICPA,45 Raleigh Street,,,,,,,,,,,,,,,,,,,,
Rox Pharmacy,28.011976,-26.203557,,ICPA,69 Church Street,,,,,,,,,,,,,,,,,,,,
Ruimsig Pharmacy,27.869642,-26.093969,,ICPA,"Shop 24, Doreen Road",,,,,,,,,,,,,,,,,,,,
Sanurama Pharmacy,27.825593,-26.318815,,ICPA,Shop B002,,,,,,,,,,,,,,,,,,,,
Sontonga Pharmacy,28.163064,-26.374774,,ICPA,Shop 24-26 ,,,,,,,,,,,,,,,,,,,,
Southrand Pharmacy,28.000826,-26.176688,,ICPA,220 Johannesburg Rd,,,,,,,,,,,,,,,,,,,,
Standard Pharmacy,28.03938,-26.209,,ICPA,3 Simmon Street,,,,,,,,,,,,,,,,,,,,
Station Bazaar Pharmacy,28.168079,-26.210911,,ICPA,"Shop 1, Railway Street",,,,,,,,,,,,,,,,,,,,
Sunninghill Square Pharmacy,28.062191,-26.032456,,ICPA,2156 Rivonia Rd,,,,,,,,,,,,,,,,,,,,
The Centre Pharmacy,28.05782,-26.15495,,ICPA,81 Central Street,,,,,,,,,,,,,,,,,,,,
Townsview Medicine Depot Pharmacy,28.05097,-26.25473,,ICPA,65 Main Street,,,,,,,,,,,,,,,,,,,,
Turf Pharmacy,0,0,,ICPA,107 High Street,,,,,,,,,,,,,,,,,,,,
Tyrone Avenue Pharmacy,28.026749,-26.16064,,ICPA,"Shop 1, 54 Tyrone Avenue",,,,,,,,,,,,,,,,,,,,
Valiant Pharmacy,28.114257,-26.201452,,ICPA,534 Jules Street,,,,,,,,,,,,,,,,,,,,
Victory Pharmacy,28.039444,-26.200313,,ICPA,34 Harrison Street,,,,,,,,,,,,,,,,,,,,
Weleda  (Pineslopes) Pharmacy,28.015965,-26.022654,,ICPA,Pineslopes Shopping Centre,,,,,,,,,,,,,,,,,,,,
Westonaria Health and Home Pharmacy,27.650537,-26.317808,,ICPA,8 Forbes Street,,,,,,,,,,,,,,,,,,,,
Birchgate Pharmacy,28.208347,-26.069467,,ICPA,85 Kwartel Road,,,,,,,,,,,,,,,,,,,,
De Wiekus Pharmacy,28.210637,-26.080961,,ICPA,De Wiekus Road,,,,,,,,,,,,,,,,,,,,
Isando Pharmacy,28.202633,-26.143526,,ICPA,3 Kram Street,,,,,,,,,,,,,,,,,,,,
Ivory Park  Pharmacy,28.205228,-25.980867,,ICPA,Kopanong Shopping Centre,,,,,,,,,,,,,,,,,,,,
Medi-park Pharmacy,28.218582,-26.069783,,ICPA,98 Elgin Rd & Boswell Street,,,,,,,,,,,,,,,,,,,,
Straightline Pharmacy,28.226879,-25.995939,,ICPA,222 Tlamatlama Section,,,,,,,,,,,,,,,,,,,,
Country Pharmacy,27.545589,-25.998919,,ICPA,Rustenburg Road,,,,,,,,,,,,,,,,,,,,
Krugersdorp Pharmacy,27.807696,-26.096322,,ICPA," No 19, Cnr Market & Human Streets",,,,,,,,,,,,,,,,,,,,
Monument Park Pharmacy,27.797248,-26.101125,,ICPA,"Shop 13, 244 Voortrekker Road",,,,,,,,,,,,,,,,,,,,
Noordheuwel Pharmacy,27.802691,-26.096452,,ICPA, Cnr Bell & Shannon Rds,,,,,,,,,,,,,,,,,,,,
Rant-en-dal Pharmacy,27.779717,-26.078725,,ICPA,44 Cecil Knight Street,,,,,,,,,,,,,,,,,,,,
Lyttelton Pharmacy,28.20597,-25.828745,,ICPA,100 Government Rd,,,,,,,,,,,,,,,,,,,,
Oregon Pharmacy,28.191783,-25.838328,,ICPA,"Highlands Centre, Cnr Rabie & Glover Str",,,,,,,,,,,,,,,,,,,,
Concordia Pharmacy,28.266948,-25.7677,,ICPA,426 Roderick Road,,,,,,,,,,,,,,,,,,,,
J van Rooyen Apteek,28.014149,-26.558576,,ICPA,17B Loch Street,,,,,,,,,,,,,,,,,,,,
Jaap van Reenen Pharmacy,28.016648,-26.558705,,ICPA,30 Loch Street,,,,,,,,,,,,,,,,,,,,
Minim Pharmacy,28.01435,-26.55775,,ICPA,18 Loch Street,,,,,,,,,,,,,,,,,,,,
Van der Walt Pharmacy,28.01659,-26.55966,,ICPA,31 Loch Street,,,,,,,,,,,,,,,,,,,,
Ferryvale Pharmacy,28.47978,-26.43058,,ICPA,25 Beverley Street,,,,,,,,,,,,,,,,,,,,
Wilropark Pharmacy,27.8479,-26.124901,,ICPA,21 Mimosa Street,,,,,,,,,,,,,,,,,,,,
Witpoortjie Pharmacy,27.834654,-26.133201,,ICPA,36 General Pienaar Avenue,,,,,,,,,,,,,,,,,,,,
La Montagne Pharmacy,28.318085,-25.746859,,ICPA,231 Albertus Street,,,,,,,,,,,,,,,,,,,,
Petervale Health and Home Pharmacy,28.050807,-26.035319,,ICPA,Shop G 8,,,,,,,,,,,,,,,,,,,,
Hammanskraal Pharmacy,28.28422,-25.404237,,ICPA,"Shop no. B04, Renbro Shopping Center",,,,,,,,,,,,,,,,,,,,
Alexandra Pharmacy,28.088524,-26.108731,,ICPA,68 1st Ave,,,,,,,,,,,,,,,,,,,,
Medicare Pharmacy - Boskruin,27.959394,-26.087048,,ICPA,Cnr Hawken & President Fouche Ave,,,,,,,,,,,,,,,,,,,,
Medicare Guardian Pharmacy,26.724516,-33.47518,,ICPA, Cnr Kelly and Kowie Streets,,,,,,,,,,,,,,,,,,,,
Docville Pharmacy,27.702978,-26.168266,,ICPA,103 Kennith Road,,,,,,,,,,,,,,,,,,,,
Rayton Pharmacy,28.529626,-25.745293,,ICPA,Treurnich St,,,,,,,,,,,,,,,,,,,,
Brug Pharmacy,28.214638,-25.722805,,ICPA,Frates Road,,,,,,,,,,,,,,,,,,,,
Annlin Pharmacy+ Clinic,28.198163,-25.682683,,ICPA,29 Jan Booysen Street,,,,,,,,,,,,,,,,,,,,
Doornpoort Pharmacy + Clinic,28.236035,-25.64832,,ICPA,481 Airport Road,,,,,,,,,,,,,,,,,,,,
Madelief Pharmacy + Clinic,28.155539,-25.66834,,ICPA,Shop 7 Cnr Daan De Wet Nel Dr & Bokmakierie Str,,,,,,,,,,,,,,,,,,,,
Montana Pharmacy + Clinic,28.272465,-25.681714,,ICPA,Sefako Makgatho Str & Breed Str,,,,,,,,,,,,,,,,,,,,
Wonderpark Pharmacy + Clinic,28.11289,-25.669739,,ICPA,Cnr Kamelia Str & Diffenbachia Road,,,,,,,,,,,,,,,,,,,,
Barclay Square Pharmacy + Clinic,28.204984,-25.757804,,ICPA,"Shop 16, 293 Rissik Street",,,,,,,,,,,,,,,,,,,,
Eloraigne Pharmacy + Clinic,28.160591,-25.841354,,ICPA,1033 Saxby Avenue,,,,,,,,,,,,,,,,,,,,
Eldo Park Pharmacy + Clinic,28.140084,-25.836056,,ICPA,"Shop 3, Willem Botha Street",,,,,,,,,,,,,,,,,,,,
Irene Pharmacy + Clinic,28.223781,-25.876711,,ICPA,"Shop 3, Main Road",,,,,,,,,,,,,,,,,,,,
Brooklyn,28.236117,-25.769601,,ICPA,158 Olivier St,,,,,,,,,,,,,,,,,,,,
Henda,28.279943,-25.841328,,ICPA,"Shop 1, Cnr De Villabois Mareuil Drive & Hesketh Drive",,,,,,,,,,,,,,,,,,,,
Moreleta Park + Clinic,28.288867,-25.819194,,ICPA,680 Rubenstein Drive,,,,,,,,,,,,,,,,,,,,
Olivewood + Clinic,28.295564,-25.829401,,ICPA,"Shop 6, Cnr De Villebois Mareuil Drive & Wekker Rd",,,,,,,,,,,,,,,,,,,,
24 hr Serene + Clinic,28.289489,-25.789706,,ICPA,474 Winifred Yell Street,,,,,,,,,,,,,,,,,,,,
Waterkloof Corner + Clinic,28.240412,-25.774795,,ICPA,"Shop 21, 299 Waterkloof Road",,,,,,,,,,,,,,,,,,,,
Wilgers + Clinic,28.321841,-25.757948,,ICPA,"Shop 17, 570 Rossouw Str",,,,,,,,,,,,,,,,,,,,
NigelÂ + Clinic,0,0,,ICPA,12A Hendrik Verwoerd Street,,,,,,,,,,,,,,,,,,,,
Hanrimed + Clinic,28.37234,-26.23362,,ICPA,371 Voortrekker Street,,,,,,,,,,,,,,,,,,,,
Docville + Clinic,27.702978,-26.168266,,ICPA,53 Homestead Ave,,,,,,,,,,,,,,,,,,,,
Randfontein VillageÂ + Clinic,27.704881,-26.178314,,ICPA,57 Main Road,,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Dely Road,28.269511,-25.794186,,Spar Pharmacy,"Cnr Lois & Dely Road, Newlands, Pretoria",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Medisquare,28.298035,-25.807818,,Spar Pharmacy,"Shop 5, Moreleta Square Shopping Centre, Cnr Garsfontein & Rubenstein Street, Moreleta Park",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Noord,28.173867,-25.677536,,Spar Pharmacy,"Shop 4, De Jong Centre, 486 Rachel De Beer Street, Pretoria North ",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Oregon,28.191783,-25.838328,,Spar Pharmacy,"Highlands Centre, Cnr Rabie & Glover Street, Lyttleton",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Noordwyk,28.123605,-25.952175,,Spar Pharmacy,"Shop 1 Noordwyk Shopping Centre, 816 Lever Road, Noordwyk",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Bon Accord,28.203947,-25.628306,,Spar Pharmacy,"Bonnacord Center, 841 Lavender Rd, Onderstepoort, Pretoria, 0009",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar - Soshanguve,28.091558,-25.54957,,Spar Pharmacy,"Shop 40B, Soshanguve Crossing, Ruth First Road & Aubrey Matlala Street, Soshanguve",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Prokem,28.14348,-25.846544,,Spar Pharmacy,"1276 Willem Botha Avenue, Wierdapark, Centurion",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar Willow Way,28.316655,-25.765188,,Spar Pharmacy,"Willow Way Shopping Centre, Lynnwood Road, Pretoria",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Karen Park ,28.106966,-25.670556,,Spar Pharmacy,corner heinrich and madelief str Akasia,,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Kilner Park,28.259799,-25.720185,,Spar Pharmacy,"22 LYNETTE STREET, KILNERPARK, GAUTENG",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Queenswood,28.243983,-25.732706,,Spar Pharmacy,"Queens Corner, Shop 1, Cnr Soutpansberg Road and Stead Avenue Queenswood, Pretoria 0186",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Clubview,28.174509,-25.83998,,Spar Pharmacy,"Cnr. Lyttelton & Harvard Streets, Clubview Corner, CLUBVIEW, Pretoria",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Jean Avenue,28.196918,-25.84996,,Spar Pharmacy,"Cnr. Jean & Lenchen Avenue, Centurion",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Elardus Park,28.259557,-25.826457,,Spar Pharmacy,"566 Barnard Str, Elardus Park, 0181",,,,,,,,,,,,,,,,,,,,
Pharmacy at Spar - Bertrams,28.06861,-26.19696,,Spar Pharmacy,"Shop 018 Spar Shopping Centre, 41 Bezuidenhout Street, Bertrams, Johannesburg, 2094",,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Florida Junction,27.923627,-26.176366,,Spar Pharmacy,"SHOP 7, FLORIDA JUNCTION SHOPPING CENTRE, 116 ONTDEKKERS ROAD, FLORIDA PARK, 1709",,,,,,,,,,,,,,,,,,,,
Pharmacy At Spar Northworld ,27.945693,-26.07803,,Spar Pharmacy,"Northwold Junction, Drysdale Rd, Northwold, Johannesburg, 2155",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Stoneridge,28.143904,-26.114978,,Spar Pharmacy,"SHOP U25, STONERIDGE CENTRE, 1 STONERIDGE DRIVE, GREENSTONE, EDENVALE, GAUTENG",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Evaton,27.869923,-26.530122,,Spar Pharmacy,"1745 Adams Rd, Sebokeng Unit 3, Evaton, 1985",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Sandringham,28.108531,-26.145097,,Spar Pharmacy,"70 GEORGE AVENUE, SANDRINGHAM, JOHANNESBURG, 2192",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Med-Leigh,28.241379,-26.190296,,Spar Pharmacy,"Shop 10 the Square, Rietfontein Road, Klipfontein 83-Ir, Boksburg, 1459",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Midrand,28.126538,-25.99828,,Spar Pharmacy,"1685 Old Pretoria Rd, Halfway House Estates, Midrand, 1685",,,,,,,,,,,,,,,,,,,,
Pharmacy at SPAR Leondale,28.179666,-26.302973,,Spar Pharmacy,"Wildebees Street, Roodekop, Germiston, 1401",,,,,,,,,,,,,,,,,,,,
Cowey Park Pharmacy,31.008917,-29.84063,,ICPA,107 Problem Mkhize Road,,,,,,,,,,,,,,,,,,,,
Montclair Pharmacy,30.962919,-29.924636,,ICPA,208 Keynon Howden Road,,,,,,,,,,,,,,,,,,,,
Meranti - Kharwastan Pharmacy,30.908403,-29.904442,,ICPA,10 Oak Ave,,,,,,,,,,,,,,,,,,,,
Mpop-Med Pharmacy,0,0,,ICPA,2691 Nelson Mandela Avenue,,,,,,,,,,,,,,,,,,,,
Siyaphila Pharmacy,30.878687,-30.004566,,ICPA,Echwebeni Street,,,,,,,,,,,,,,,,,,,,
CZA - Ixopo Pharmacy,30.062903,-30.149757,,ICPA,116 Main Road,,,,,,,,,,,,,,,,,,,,
Circle Park Pharmacy,30.870485,-29.773773,,ICPA,b5 Motala Road,,,,,,,,,,,,,,,,,,,,
Medical Centre Pharmacy,32.411375,-28.376477,,ICPA,St Lucia St,,,,,,,,,,,,,,,,,,,,
Armstrong Avenue Pharmacy,31.061128,-29.763139,,ICPA,"Shop 9, 36 Park Drive",,,,,,,,,,,,,,,,,,,,
Ashley Avenue Pharmacy,31.048646,-29.758513,,ICPA,47 Ashley Avenue,,,,,,,,,,,,,,,,,,,,
Austerville Pharmacy,30.983221,-29.940099,,ICPA,11D Clinic Road,,,,,,,,,,,,,,,,,,,,
Bergview Pharmacy,28.81179,-30.34502,,ICPA,"Pick n Pay Centre, Main Road",,,,,,,,,,,,,,,,,,,,
Bergville Pharmacy,29.34996,-28.72772,,ICPA,14 Tatham Road,,,,,,,,,,,,,,,,,,,,
Broadway Pharmacy,31.039237,-29.78454,,ICPA,5 Swapo Rd,,,,,,,,,,,,,,,,,,,,
Brookdale Pharmacy,31.003572,-29.684302,,ICPA,1454 Northern Drive,,,,,,,,,,,,,,,,,,,,
Careways Pharmacy, 	31.053904,-29.741703,,ICPA," 4 Village Way, Sunningdale, Umhlanga, 4051, South Africa",,,,,,,,,,,,,,,,,,,,
Chatscare Pharmacy,30.879819,-29.91322,,ICPA,"Shop 3, 13 Joyhurst Stree",,,,,,,,,,,,,,,,,,,,
City Rank Pharmacy,0,0,,ICPA,2 Terminus Street,,,,,,,,,,,,,,,,,,,,
Cosmed Pharmacy,30.3697,30.8646,,ICPA,"Shop 10A, Marine Drive",,,,,,,,,,,,,,,,,,,,
D-Med Pharmacy,31.001974,-29.704108,,ICPA,"Shop G13, 3 Anoromede Street",,,,,,,,,,,,,,,,,,,,
East Coast Pharmacy,31.2008,-29.5262,,ICPA,"Shop 34, Ballito Drive",,,,,,,,,,,,,,,,,,,,
Eastbury Pharmacy,31.020773,-29.696159,,ICPA,"Shop 2, 167 Grove End Drive",,,,,,,,,,,,,,,,,,,,
Effingham Pharmacy,31.01511,-29.76909,,ICPA,"Shop 2, 228 Effingham Road",,,,,,,,,,,,,,,,,,,,
Hashmed  Pharmacy,31.032536,-29.841425,,ICPA,"Shop 2, 37 Sol Harris Crescent",,,,,,,,,,,,,,,,,,,,
Hasmed Pharmacy,31.003275,-29.701468,,ICPA,"Shop 1, 16 Parthenon  Street",,,,,,,,,,,,,,,,,,,,
Havenside  Pharmacy,30.924854,-29.925793,,ICPA,"Shop 10, Kingsbury Way",,,,,,,,,,,,,,,,,,,,
Healthcare Pharmacy,28.320045,-25.768334,,ICPA,"Shop 2 & 3, Police Station Road",,,,,,,,,,,,,,,,,,,,
Hilltop Pharmacy,31.039195,-29.768764,,ICPA,183 Umhlanga Rocks Drive,,,,,,,,,,,,,,,,,,,,
Hilton Heights Pharmacy,31.03937,-29.859998,,ICPA,1 Gillespie Street,,,,,,,,,,,,,,,,,,,,
Island Circle  Pharmacy,31.006321,-29.76659,,ICPA,"35/37 Island Circle, Block 4, Suite 407",,,,,,,,,,,,,,,,,,,,
Jamaica Pharmacy,30.860745,-29.882854,,ICPA,66 Olympia Street,,,,,,,,,,,,,,,,,,,,
Kensington Pharmacy,28.107693,-26.189501,,ICPA,8A Broadway,,,,,,,,,,,,,,,,,,,,
Kharwastan Pharmacy,30.910242,-29.899573,,ICPA,"Shop 6, 2 Quail Street",,,,,,,,,,,,,,,,,,,,
Knightsway  Pharmacy,30.919858,-29.882769,,ICPA,14 Knightsway Road,,,,,,,,,,,,,,,,,,,,
Lagoon Pharmacy,30.885902,-30.050931,,ICPA,"Shop 8, 407 Kings Way",,,,,,,,,,,,,,,,,,,,
Lakehaven Pharmacy,30.975446,-29.790162,,ICPA,"Shop 12, 768 Inanda Rd",,,,,,,,,,,,,,,,,,,,
Lathi-Thaa Pharmacy,29.366947,-30.798905,,ICPA,Nolangeni Street,,,,,,,,,,,,,,,,,,,,
Linkhills Pharmacy,30.826727,-29.735137,,ICPA,"Shop 16, Inanda Road",,,,,,,,,,,,,,,,,,,,
Linmed Pharmacy,31.117795,-29.570863,,ICPA,352 Main Road,,,,,,,,,,,,,,,,,,,,
Main Road Pharmacy,30.923064,-29.900158,,ICPA,"Shop 2, 47 Chatsworth Main Road",,,,,,,,,,,,,,,,,,,,
Marine World Pharmacy,31.045852,-29.867257,,ICPA,"Shop D15, 1 King Shaka Avenue",,,,,,,,,,,,,,,,,,,,
Maxwell Centre Pharmacy Pharmacy,31.015333,-29.851281,,ICPA,71/73 Lorne Street,,,,,,,,,,,,,,,,,,,,
Medcare Pharmacy,31.015333,-29.851281,,ICPA,Latiff Heights,,,,,,,,,,,,,,,,,,,,
Medcrest Pharmacy,30.999698,-29.829434,,ICPA,122C  Crescent Street,,,,,,,,,,,,,,,,,,,,
Medfield Pharmacy,31.003696,-29.813669,,ICPA,277 Quarry Road East,,,,,,,,,,,,,,,,,,,,
Mediquick Pharmacy,30.999176,-29.838178,,ICPA,88 Overport Drive,,,,,,,,,,,,,,,,,,,,
Medisport Pharmacy,31.023433,-29.859196,,ICPA,"Shop 9, 320 Smith Street",,,,,,,,,,,,,,,,,,,,
Medport Pharmacy,30.38849,-29.59542,,ICPA,485 Longmarket Street,,,,,,,,,,,,,,,,,,,,
Medstop Pharmacy,30.799372,-30.203947,,ICPA,"Shop2, Moodley Spar",,,,,,,,,,,,,,,,,,,,
Meranti Medicine Depot Pharmacy,30.958698,-29.943891,,ICPA,Mobeni Heights,,,,,,,,,,,,,,,,,,,,
Migamed Pharmacy,30.214182,-31.048181,,ICPA,Shop 9,,,,,,,,,,,,,,,,,,,,
Milmed Pharmacy,31.032254,-29.854811,,ICPA,62 Prince Alfred Street,,,,,,,,,,,,,,,,,,,,
Motala's Pharmacy,31.014848,-29.855837,,ICPA,148 Victoria Street,,,,,,,,,,,,,,,,,,,,
Mount-med Pharmacy,31.038005,-29.724976,,ICPA,"102 Hillhead Drive, Shop 68",,,,,,,,,,,,,,,,,,,,
Murray Square Pharmacy,30.858715,-29.814784,,ICPA,"No2, 44 Old Main Road",,,,,,,,,,,,,,,,,,,,
Natraj Pharmacy,30.968698,-29.953544,,ICPA,Hamagiri Rd,,,,,,,,,,,,,,,,,,,,
Newkwa Pharmacy,30.968618,-29.781558,,ICPA,913 Inanda Road,,,,,,,,,,,,,,,,,,,,
Newlands City Pharmacy ,30.974105,-29.784332,,ICPA,"2A Shop 14, Marbleray Drive",,,,,,,,,,,,,,,,,,,,
Nightingale Pharmacy,30.896397,-29.910598,,ICPA,"Shop 40, 159 - 199 Florence Nightingale Drive",,,,,,,,,,,,,,,,,,,,
Northway Day Nite Pharmacy,28.10079,-26.07765,,ICPA,"Shop 5, 17 Northway Street",,,,,,,,,,,,,,,,,,,,
Nu West Pharmacy,30.955063,-29.781311,,ICPA,"Shop 5, 7 Loopwest Crescent",,,,,,,,,,,,,,,,,,,,
Nugaterite Pharmacy,31.043521,-29.6434,,ICPA,22/24 Russom Street,,,,,,,,,,,,,,,,,,,,
Omnimed Pharmacy,30.958721,-29.800892,,ICPA,559 Mountbatten Drive,,,,,,,,,,,,,,,,,,,,
Orient Pharmacy,31.00494,-29.70328,,ICPA,"Shop 1, 54 Pandora Street, ",,,,,,,,,,,,,,,,,,,,
Palm Centre Pharmacy,30.878436,-30.027743,,ICPA,112 Old Main Road,,,,,,,,,,,,,,,,,,,,
Paradise Junction Pharmacy,30.861819,-29.821485,,ICPA,"Shop 17/18, 174 Underwood Road",,,,,,,,,,,,,,,,,,,,
Park lane Pharmacy,31.025107,-29.858195,,ICPA,7 Eagle Blog West Street,,,,,,,,,,,,,,,,,,,,
Pasteur Pharmacy,30.792074,-27.765655,,ICPA,153 High street,,,,,,,,,,,,,,,,,,,,
Pather's Pharmacy,30.992013,-29.835611,,ICPA,358 Felix Dlamini Rd,,,,,,,,,,,,,,,,,,,,
Pelican Pharmacy,30.911092,-29.923504,,ICPA,262 Lenny Naidu Dr,,,,,,,,,,,,,,,,,,,,
Peoples Pharmacy,30.864884,-29.819652,,ICPA,2-4 Bamboo Lane,,,,,,,,,,,,,,,,,,,,
Pillmed Pharmacy,31.014615,-29.851819,,ICPA,"Shop 1 , 94 Beatrice Street",,,,,,,,,,,,,,,,,,,,
Pine Ridge Pharmacy,30.833177,-29.832541,,ICPA,15 Mariannridge Dr,,,,,,,,,,,,,,,,,,,,
Pointmed Medicine Depot Pharmacy,31.037603,-29.858692,,ICPA,"Shop 20 , 55 Gillespie Street",,,,,,,,,,,,,,,,,,,,
President  Pharmacy,30.963527,-29.924365,,ICPA,168 Wingate Road,,,,,,,,,,,,,,,,,,,,
Queensburgh Pharmacy,30.918829,-29.881529,,ICPA,6 Malvern Centre,,,,,,,,,,,,,,,,,,,,
R Med Pharmacy,31.021906,-29.784898,,ICPA,759 Chris Hani Road,,,,,,,,,,,,,,,,,,,,
Randeree's Pharmacy,31.01706,-29.855614,,ICPA,189 Dr Yusuf Dadoo Street,,,,,,,,,,,,,,,,,,,,
Randles Road Pharmacy,30.984911,-29.831473,,ICPA,468 Randles Road,,,,,,,,,,,,,,,,,,,,
Raphia Pharmacy,31.746668,-28.954207,,ICPA,16 Hely Hutchinson Street,,,,,,,,,,,,,,,,,,,,
Redberry Pharmacy,31.03549,-29.71552,,ICPA,"Suite 9B, 163-179 Redberry Rd,",,,,,,,,,,,,,,,,,,,,
Remedia Pharmacy,30.79502,-27.765594,,ICPA,215 Utrecht Street,,,,,,,,,,,,,,,,,,,,
Reservoir Hills Pharmacy,30.948378,-29.805698,,ICPA,300 Mount Batten Drive,,,,,,,,,,,,,,,,,,,,
Rinaldo Pharmacy,31.03776,-29.761289,,ICPA,160 Rinaldo Road,,,,,,,,,,,,,,,,,,,,
Scott Street Pharmacy,29.93429,-27.75563,,ICPA,48 Scott Street,,,,,,,,,,,,,,,,,,,,
Siyanakekela-Care Pharmacy,30.871961,-29.962221,,ICPA,Shop  M41A 50 Mangosuthu Highway,,,,,,,,,,,,,,,,,,,,
Solmed Pharmacy,30.985086,-29.834647,,ICPA,378 Randles Road,,,,,,,,,,,,,,,,,,,,
Sparkport - Chatsworth Pharmacy,30.883941,-29.915029,,ICPA,50 Tranquil St,,,,,,,,,,,,,,,,,,,,
Sparkport - City Pharmacy,31.017931,-29.860463,,ICPA,454 Anton Lembede Street,,,,,,,,,,,,,,,,,,,,
Sparkport - Musgrave Pharmacy,30.999344,-29.850469,,ICPA,77 Musgrave Road,,,,,,,,,,,,,,,,,,,,
Sparkport - Quality Street Pharmacy,30.989626,-29.937384,,ICPA,315 Quality Street,,,,,,,,,,,,,,,,,,,,
Sparkport - Umlazi Pharmacy,30.884076,-29.914106,,ICPA,"Shop 3, 50 Joyhurst Street",,,,,,,,,,,,,,,,,,,,
Stonebridge Pharmacy,31.017827,-29.720871,,ICPA,35 Shortbridge Pl,,,,,,,,,,,,,,,,,,,,
Sunford Pharmacy,31.013008,-29.697979,,ICPA,1 Sunford Drive,,,,,,,,,,,,,,,,,,,,
The Esplanade Pharmacy,31.024548,-29.860785,,ICPA,"4, 25 Guildhall Gardener Street",,,,,,,,,,,,,,,,,,,,
Todd Street Pharmacy,31.0479,-29.643874,,ICPA,Shop 2,,,,,,,,,,,,,,,,,,,,
Umhlatuzana Pharmacy,30.922111,-29.910759,,ICPA,"Shop 4 , 196 Chatsworth Main Road",,,,,,,,,,,,,,,,,,,,
Vaid's Pharmacy,31.014987,-29.85097,,ICPA,80 Ismail C Meer St,,,,,,,,,,,,,,,,,,,,
Van der Nest Pharmacy,30.796101,-27.765714,,ICPA,226 Utrecht Street,,,,,,,,,,,,,,,,,,,,
Westville North Pharmacy,30.936357,-29.849719,,ICPA,Shop 2,,,,,,,,,,,,,,,,,,,,
Westville Pharmacy,30.917625,-29.834959,,ICPA,46 Buckingham Terrace,,,,,,,,,,,,,,,,,,,,
Whitehouse Pharmacy,31.036972,-29.724694,,ICPA,Shop 41/43 Whitehouse shopping Centre,,,,,,,,,,,,,,,,,,,,
Willowvale Pharmacy,31.00013,-29.861116,,ICPA,Shop 89 Davenport Road,,,,,,,,,,,,,,,,,,,,
Wilmar Pharmacy,30.792723,-27.768048,,ICPA,187 Kerk Street,,,,,,,,,,,,,,,,,,,,
Windermere Pharmacy,31.022355,-29.820079,,ICPA,104 Goble Road,,,,,,,,,,,,,,,,,,,,
Woodmed Pharmacy,31.02657,-29.686842,,ICPA,"Shop 5, 152 Viewhaven Drive, Woodview",,,,,,,,,,,,,,,,,,,,
Yellowwoodpark Pharmacy,30.941586,-29.9191,,ICPA,5 Yellowwood Park,,,,,,,,,,,,,,,,,,,,
Sunningdale Pharmacy,31.052426,-29.742407,,ICPA,ILALA Dr,,,,,,,,,,,,,,,,,,,,
Aquarius Pharmacy,30.883359,-30.056618,,ICPA,"Shop 1, 16 Beach Road",,,,,,,,,,,,,,,,,,,,
Durban North Pharmacy,31.052433,-29.741021,,ICPA,"Shop 1, 35 Umhlanga Rocks Drive",,,,,,,,,,,,,,,,,,,,
Northlands Pharmacy,31.044437,-29.777493,,ICPA,10B Mackeurtan Avenue,,,,,,,,,,,,,,,,,,,,
Mount Edgecombe Pharmacy,31.054333,-29.717107,,ICPA,"Shop C7, 14 Flanders Drive",,,,,,,,,,,,,,,,,,,,
